Date,Open,High,Low,Close,Adj Close,Volume
2020-09-15,74.55999755859375,75.29000091552734,74.48999786376953,75.22000122070312,75.22000122070312,12962
2020-09-16,75.22000122070312,75.4800033569336,75.19000244140625,75.47000122070312,75.47000122070312,5312
2020-09-17,74.36000061035156,74.79000091552734,74.0999984741211,74.52999877929688,74.52999877929688,14043
2020-09-18,74.41000366210938,74.63999938964844,73.95999908447266,73.95999908447266,73.95999908447266,12209
2020-09-21,73.58000183105469,73.58000183105469,72.30999755859375,72.4000015258789,72.4000015258789,34423
2020-09-22,73.11000061035156,73.41999816894531,73.0,73.16999816894531,73.16999816894531,19557
2020-09-23,73.94000244140625,74.2699966430664,73.70999908447266,73.70999908447266,73.70999908447266,6820
2020-09-24,72.68000030517578,73.01000213623047,72.3499984741211,72.83000183105469,72.83000183105469,15643
2020-09-25,72.93000030517578,73.30999755859375,72.37000274658203,73.18000030517578,73.18000030517578,8981
2020-09-28,74.2699966430664,74.8499984741211,74.26000213623047,74.69999694824219,74.69999694824219,8144
2020-09-29,74.98999786376953,74.98999786376953,74.06999969482422,74.08000183105469,74.08000183105469,6095
2020-09-30,73.95999908447266,74.94000244140625,73.69000244140625,74.62000274658203,74.62000274658203,6529
2020-10-01,74.94000244140625,75.0999984741211,74.62000274658203,74.79000091552734,74.79000091552734,10234
2020-10-02,74.12999725341797,74.72000122070312,73.80000305175781,74.56999969482422,74.56999969482422,31839
2020-10-05,74.94000244140625,75.06999969482422,74.66999816894531,74.9800033569336,74.9800033569336,36142
2020-10-06,75.22000122070312,75.37999725341797,74.9800033569336,75.2300033569336,75.2300033569336,12402
2020-10-07,75.16999816894531,75.4800033569336,75.01000213623047,75.44000244140625,75.44000244140625,8633
2020-10-08,76.0,76.29000091552734,75.79000091552734,76.01000213623047,76.01000213623047,17236
2020-10-09,76.30000305175781,76.38999938964844,76.01000213623047,76.30999755859375,76.30999755859375,5576
2020-10-12,76.5999984741211,77.4000015258789,76.55000305175781,77.30000305175781,77.30000305175781,11887
2020-10-13,77.33999633789062,77.5999984741211,77.2300033569336,77.47000122070312,77.47000122070312,15440
2020-10-14,77.47000122070312,77.76000213623047,77.1500015258789,77.25,77.25,6658
2020-10-15,76.55000305175781,76.77999877929688,76.0,76.41000366210938,76.41000366210938,13464
2020-10-16,76.81999969482422,77.27999877929688,76.69000244140625,77.05000305175781,77.05000305175781,4797
2020-10-19,77.27999877929688,77.4000015258789,76.30000305175781,76.45999908447266,76.45999908447266,7610
2020-10-20,76.04000091552734,76.2699966430664,75.68000030517578,75.70999908447266,75.70999908447266,25612
2020-10-21,75.8499984741211,76.08000183105469,75.29000091552734,75.44000244140625,75.44000244140625,6393
2020-10-22,75.1500015258789,75.69000244140625,75.0,75.44000244140625,75.44000244140625,7570
2020-10-23,76.13999938964844,76.13999938964844,75.66000366210938,75.66000366210938,75.66000366210938,5840
2020-10-26,75.04000091552734,75.43000030517578,74.5999984741211,74.5999984741211,74.5999984741211,16643
2020-10-27,74.88999938964844,75.06999969482422,74.48999786376953,74.5999984741211,74.5999984741211,9249
2020-10-28,74.33000183105469,74.33000183105469,72.8499984741211,73.08000183105469,73.08000183105469,34813
2020-10-29,73.5,73.72000122070312,72.68000030517578,73.5999984741211,73.5999984741211,27918
2020-10-30,72.5999984741211,73.51000213623047,72.3499984741211,73.18000030517578,73.18000030517578,16299
2020-11-02,73.41000366210938,74.33999633789062,73.25,74.05000305175781,74.05000305175781,18786
2020-11-03,74.38999938964844,75.19999694824219,74.3499984741211,75.13999938964844,75.13999938964844,15880
2020-11-04,74.76000213623047,76.9000015258789,74.5,76.9000015258789,76.9000015258789,16449
2020-11-05,77.22000122070312,77.55999755859375,76.94999694824219,77.4000015258789,77.4000015258789,63966
2020-11-06,77.06999969482422,77.23999786376953,76.38999938964844,76.9800033569336,76.9800033569336,10624
2020-11-09,77.9800033569336,80.48999786376953,77.94999694824219,79.5999984741211,79.5999984741211,52751
2020-11-10,78.80999755859375,78.94999694824219,78.02999877929688,78.5,78.5,15827
2020-11-11,78.79000091552734,79.5999984741211,78.7699966430664,79.51000213623047,79.51000213623047,14336
2020-11-12,78.9800033569336,79.20999908447266,78.83000183105469,78.95999908447266,78.95999908447266,12306
2020-11-13,78.79000091552734,79.11000061035156,78.72000122070312,78.91999816894531,78.91999816894531,12845
2020-11-16,79.69000244140625,80.2699966430664,79.61000061035156,80.12999725341797,80.12999725341797,17382
2020-11-17,80.04000091552734,80.12999725341797,79.37999725341797,79.8499984741211,79.8499984741211,21793
2020-11-18,79.55999755859375,80.18000030517578,79.54000091552734,80.06999969482422,80.06999969482422,21376
2020-11-19,79.41000366210938,79.54000091552734,79.04000091552734,79.37999725341797,79.37999725341797,14805
2020-11-20,79.31999969482422,79.76000213623047,79.30000305175781,79.73999786376953,79.73999786376953,35607
2020-11-23,79.86000061035156,80.13999938964844,79.5999984741211,79.75,79.75,17284
2020-11-24,80.5,80.80000305175781,80.30000305175781,80.77999877929688,80.77999877929688,34604
2020-11-25,80.7699966430664,80.80000305175781,80.30000305175781,80.51000213623047,80.51000213623047,33476
2020-11-26,80.66999816894531,80.75,80.58999633789062,80.6500015258789,80.6500015258789,26982
2020-11-27,80.58000183105469,80.87999725341797,80.5199966430664,80.70999908447266,80.70999908447266,16540
2020-11-30,79.95999908447266,80.27999877929688,79.5999984741211,79.70999908447266,79.70999908447266,31754
